"iso","country","city","maxLevel"
"ARE","United Arab Emirates","Dubai","Sector 6 Ras Al Khor Industrial Area Third"
"ARE","United Arab Emirates","Dubai","Sector 6 Wadi Al Safa 2"
"ARE","United Arab Emirates","Dubai","Sector 6 Wadi Al Safa 3"
"ARE","United Arab Emirates","Dubai","Sector 6 Wadi Al Safa 4"
"ARE","United Arab Emirates","Dubai","Sector 6 Wadi Al Safa 5"
"ARE","United Arab Emirates","Dubai","Sector 6 Wadi Al Safa 6"
"ARE","United Arab Emirates","Dubai","Sector 6 Wadi Al Safa 7"
"ARE","United Arab Emirates","Dubai","Sector 6 Warsan First"
"ARE","United Arab Emirates","Dubai","Sector 6 Warsan Fourth"
"ARE","United Arab Emirates","Dubai","Sector 6 Warsan Second"
"ARE","United Arab Emirates","Dubai","Sector 7 Al Awir Two"
"ARE","United Arab Emirates","Dubai","Sector 7 Al Meryal"
"ARE","United Arab Emirates","Dubai","Sector 7 Al Wohoosh"
"ARE","United Arab Emirates","Dubai","Sector 7 Enkhali"
"ARE","United Arab Emirates","Dubai","Sector 7 Lehbab First"
"ARE","United Arab Emirates","Dubai","Sector 7 Nazwah"
"ARE","United Arab Emirates","Dubai","Sector 8 Al Maha"
"ARE","United Arab Emirates","Dubai","Sector 8 Al Rowaiyah First"
"ARE","United Arab Emirates","Dubai","Sector 8 Al Rowaiyah Second"
"ARE","United Arab Emirates","Dubai","Sector 8 Al Rowaiyah Thrid"
"ARE","United Arab Emirates","Dubai","Sector 8 Hatta"
"ARE","United Arab Emirates","Dubai","Sector 8 Le Hemaira"
"ARE","United Arab Emirates","Dubai","Sector 8 Lehbab Second"
"ARE","United Arab Emirates","Dubai","Sector 8 Margab"
"ARE","United Arab Emirates","Dubai","Sector 8 Margham"
"ARE","United Arab Emirates","Dubai","Sector 8 Mereiyeel"
"ARE","United Arab Emirates","Dubai","Sector 8 Remah"
"ARE","United Arab Emirates","Dubai","Sector 8 Umm Al Mo'meneen"
"ARE","United Arab Emirates","Dubai","Sector 8 Umm Eselay"
"ARE","United Arab Emirates","Dubai","Sector 8 Umn Al Daman"
"ARE","United Arab Emirates","Dubai","Sector 8 Warsan Thrid"
"ARE","United Arab Emirates","Dubai","Sector 8 Yaraah"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Fagaa'"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Hathmah"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Layan 1"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Layan 2"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Marmoon"
"ARE","United Arab Emirates","Dubai","Sector 9 Al O'Shoosh"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Selal"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Yalayis 1"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Yalayis 2"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Yalayis 3"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Yalayis 4"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Yalayis 5"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Yufrah 1"
"ARE","United Arab Emirates","Dubai","Sector 9 Al Yufrah 2"
"ARE","United Arab Emirates","Dubai","Sector 9 El Lesaily"
"ARE","United Arab Emirates","Dubai","Sector 9 Ghadeer Barashy"
"ARE","United Arab Emirates","Dubai","Sector 9 Grayteesah"
"ARE","United Arab Emirates","Dubai","Sector 9 Hefair"
"ARE","United Arab Emirates","Dubai","Sector 9 Mugatrah"
"ARE","United Arab Emirates","Dubai","Sector 9 Saih Al Dahal"
"ARE","United Arab Emirates","Dubai","Sector 9 Saih Al Salam"
"ARE","United Arab Emirates","Dubai","Sector 9 Saih Shia'alah"
"ARE","United Arab Emirates","Dubai","Sector 9 Umm Nahad First"
"ARE","United Arab Emirates","Dubai","Sector 9 Umm Nahad Fourth"
"ARE","United Arab Emirates","Dubai","Sector 9 Umm Nahad Second"
"ARE","United Arab Emirates","Dubai","Sector 9 Umm Nahad Third"
"ARE","United Arab Emirates","Fujairah","Central"
"ARE","United Arab Emirates","Fujairah","North"
"ARE","United Arab Emirates","Fujairah","South"
"ARE","United Arab Emirates","Ras Al-Khaimah","Airport"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Darbijaniyah"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Dhait North"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Dhait South"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Duhaisah"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Farlain"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Ghubb"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Hamra"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Hamra Village"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Hubaidah"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Jazirah Al Hamra"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Juwais"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Kharran"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Mamourah"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Mataf"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Nakheel"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Nudood"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Qir"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Qurm"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Qusaidat"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Rams"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Riffa"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Sall"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Seer"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Sharisha"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Soor"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Turfa"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Uraibi"
"ARE","United Arab Emirates","Ras Al-Khaimah","Al Zahra"
"ARE","United Arab Emirates","Ras Al-Khaimah","Bab Al Bahr"
"ARE","United Arab Emirates","Ras Al-Khaimah","Dafran Al Khor"
"ARE","United Arab Emirates","Ras Al-Khaimah","Dhayah"
"ARE","United Arab Emirates","Ras Al-Khaimah","Ghalliah"
"ARE","United Arab Emirates","Ras Al-Khaimah","Hamraniyah"
"ARE","United Arab Emirates","Ras Al-Khaimah","Idhn"
"ARE","United Arab Emirates","Ras Al-Khaimah","Jebel Al Jais"
"ARE","United Arab Emirates","Ras Al-Khaimah","Khatt"
"ARE","United Arab Emirates","Ras Al-Khaimah","Khor Khwair"
"ARE","United Arab Emirates","Ras Al-Khaimah","Khuzam"
"ARE","United Arab Emirates","Ras Al-Khaimah","Liwa Badr"
"ARE","United Arab Emirates","Ras Al-Khaimah","Mina Al Arab"
"ARE","United Arab Emirates","Ras Al-Khaimah","Mudfuk"
"ARE","United Arab Emirates","Ras Al-Khaimah","RAK City"
"ARE","United Arab Emirates","Ras Al-Khaimah","Ras Al Selaab"
"ARE","United Arab Emirates","Ras Al-Khaimah","Saraya Islands"
"ARE","United Arab Emirates","Ras Al-Khaimah","Seih Al Burairat"
"ARE","United Arab Emirates","Ras Al-Khaimah","Seih Al Ghubb"
"ARE","United Arab Emirates","Ras Al-Khaimah","Seih Al Harf"
"ARE","United Arab Emirates","Ras Al-Khaimah","Seih Al Hubaidah"
"ARE","United Arab Emirates","Ras Al-Khaimah","Seih Al Qusaidat"
"ARE","United Arab Emirates","Ras Al-Khaimah","Seih Al Uraibi"
"ARE","United Arab Emirates","Ras Al-Khaimah","Seih Shihyar"
"ARE","United Arab Emirates","Ras Al-Khaimah","Sha'am"
"ARE","United Arab Emirates","Ras Al-Khaimah","Shamal Haqueel"
"ARE","United Arab Emirates","Ras Al-Khaimah","Shamal Julphar"
"ARE","United Arab Emirates","Ras Al-Khaimah","Sidroh"
"ARE","United Arab Emirates","Ras Al-Khaimah","South"
"ARE","United Arab Emirates","Ras Al-Khaimah","Suburbia"
"ARE","United Arab Emirates","Ras Al-Khaimah","Suhaim"
"ARE","United Arab Emirates","Ras Al-Khaimah","Wadi Ammar"
"ARE","United Arab Emirates","Sharjah","Abu Shagara"
"ARE","United Arab Emirates","Sharjah","Airport"
"ARE","United Arab Emirates","Sharjah","Al Abar"
"ARE","United Arab Emirates","Sharjah","Al Azra"
"ARE","United Arab Emirates","Sharjah","Al Bu Daniq"
"ARE","United Arab Emirates","Sharjah","Al Falaj"
"ARE","United Arab Emirates","Sharjah","Al Fisht"
"ARE","United Arab Emirates","Sharjah","Al Ghafia"
"ARE","United Arab Emirates","Sharjah","Al Gharayen"
"ARE","United Arab Emirates","Sharjah","Al Gharb"
"ARE","United Arab Emirates","Sharjah","Al Ghubaira"
"ARE","United Arab Emirates","Sharjah","Al Goaz"
"ARE","United Arab Emirates","Sharjah","Al Hazzanah"
"ARE","United Arab Emirates","Sharjah","Al Heerah Suburb"
"ARE","United Arab Emirates","Sharjah","Al Jazzat"
"ARE","United Arab Emirates","Sharjah","Al Khaledia Suburb"
"ARE","United Arab Emirates","Sharjah","Al Khan"
"ARE","United Arab Emirates","Sharjah","Al Khezamia"
"ARE","United Arab Emirates","Sharjah","Al Layyeh Suburb"
"ARE","United Arab Emirates","Sharjah","Al Mahatah"
"ARE","United Arab Emirates","Sharjah","Al Majaz"
"ARE","United Arab Emirates","Sharjah","Al Manakh"
"ARE","United Arab Emirates","Sharjah","Al Mareija"
"ARE","United Arab Emirates","Sharjah","Al Mujarrah"
"ARE","United Arab Emirates","Sharjah","Al Musalla"
"ARE","United Arab Emirates","Sharjah","Al Nabba"
"ARE","United Arab Emirates","Sharjah","Al Nabba'ah"
"ARE","United Arab Emirates","Sharjah","Al Nasserya"
"ARE","United Arab Emirates","Sharjah","Al Nekhailat"
"ARE","United Arab Emirates","Sharjah","Al Noaf"
"ARE","United Arab Emirates","Sharjah","Al Qadisiya"
"ARE","United Arab Emirates","Sharjah","Al Qasba"
"ARE","United Arab Emirates","Sharjah","Al Qassima"
"ARE","United Arab Emirates","Sharjah","Al Ramala West"
"ARE","United Arab Emirates","Sharjah","Al Ramaqiya"
"ARE","United Arab Emirates","Sharjah","Al Ramla East"
"ARE","United Arab Emirates","Sharjah","Al Ramtha"
"ARE","United Arab Emirates","Sharjah","Al Rarmaniya"
"ARE","United Arab Emirates","Sharjah","Al Rifa'ah"
"ARE","United Arab Emirates","Sharjah","Al Riff'a"
"ARE","United Arab Emirates","Sharjah","Al Sabkha"
"ARE","United Arab Emirates","Sharjah","Al Sajaa Industrial Suburb"
"ARE","United Arab Emirates","Sharjah","Al Seef"
"ARE","United Arab Emirates","Sharjah","Al Shahba"
"ARE","United Arab Emirates","Sharjah","Al Sharq"
"ARE","United Arab Emirates","Sharjah","Al Shuwaihean"
"ARE","United Arab Emirates","Sharjah","Al Suoyh Suburb"
"ARE","United Arab Emirates","Sharjah","Al Taawun"
"ARE","United Arab Emirates","Sharjah","Al Tala'a"
"ARE","United Arab Emirates","Sharjah","Al Yarmook"
"ARE","United Arab Emirates","Sharjah","Al Yash"
"ARE","United Arab Emirates","Sharjah","Bee'ah"
"ARE","United Arab Emirates","Sharjah","Bu Tina"
"ARE","United Arab Emirates","Sharjah","Dasman"
"ARE","United Arab Emirates","Sharjah","Dibba Al-Hisn"
"ARE","United Arab Emirates","Sharjah","Emirates Industrial City"
"ARE","United Arab Emirates","Sharjah","Flag Island"
"ARE","United Arab Emirates","Sharjah","Halwan Suburb"
"ARE","United Arab Emirates","Sharjah","Industrial Area"
"ARE","United Arab Emirates","Sharjah","Kalba"
"ARE","United Arab Emirates","Sharjah","Khor Fakkan"
"ARE","United Arab Emirates","Sharjah","Maysaloon"
"ARE","United Arab Emirates","Sharjah","Mughaidir Suburb"
"ARE","United Arab Emirates","Sharjah","Muwafjah"
"ARE","United Arab Emirates","Sharjah","Muwailih Commercial"
"ARE","United Arab Emirates","Sharjah","Nahwa"
"ARE","United Arab Emirates","Sharjah","Saif Zone"
"ARE","United Arab Emirates","Sharjah","Samnan"
"ARE","United Arab Emirates","Sharjah","Sharjah Port"
"ARE","United Arab Emirates","Sharjah","Sharqan"
"ARE","United Arab Emirates","Sharjah","Um Altaraffa"
"ARE","United Arab Emirates","Sharjah","University City"
"ARE","United Arab Emirates","Sharjah","Wasit Suburb"
"ARE","United Arab Emirates","Umm al-Qaywayn","Umm al-Qaywayn"
"QAT","Qatar","Al Daayen","Al Daayen"
"QAT","Qatar","Al Khor","Al Khor"
"QAT","Qatar","Al Wakrah","Al Wakrah"
"QAT","Qatar","Ar Rayyan","Ar Rayyan"
"QAT","Qatar","Madinat ash Shamal","Madinat ash Shamal"
"QAT","Qatar","Umm Salal","Umm Salal"
"QAT","Qatar","Ad Dawhah","Al Bidda"
"QAT","Qatar","Ad Dawhah","Al Dafna"
"QAT","Qatar","Ad Dawhah","Ad Dawhah al Jadidah"
"QAT","Qatar","Ad Dawhah","Al Egla"
"QAT","Qatar","Ad Dawhah","Al Hilal"
"QAT","Qatar","Ad Dawhah","Al Jasrah"
"QAT","Qatar","Ad Dawhah","Al Kharayej"
"QAT","Qatar","Ad Dawhah","Al Khulaifat"
"QAT","Qatar","Ad Dawhah","Al Mansoura"
"QAT","Qatar","Ad Dawhah","Al Markhiya"
"QAT","Qatar","Ad Dawhah","Al Messila"
"QAT","Qatar","Ad Dawhah","Al Mirqab"
"QAT","Qatar","Ad Dawhah","Al Najada"
"QAT","Qatar","Ad Dawhah","Al Qassar"
"QAT","Qatar","Ad Dawhah","Al Rufaa"
"QAT","Qatar","Ad Dawhah","Al Sadd"
"QAT","Qatar","Ad Dawhah","Al Souq"
"QAT","Qatar","Ad Dawhah","Al Tarfa"
"QAT","Qatar","Ad Dawhah","Al Thumama"
"QAT","Qatar","Ad Dawhah","Barahat Al Jufairi"
"QAT","Qatar","Ad Dawhah","Dahl Al Hamam"
"QAT","Qatar","Ad Dawhah","Doha International Airport"
"QAT","Qatar","Ad Dawhah","Doha Port"
"QAT","Qatar","Ad Dawhah","Duhail"
"QAT","Qatar","Ad Dawhah","Fereej Abdul Aziz"
"QAT","Qatar","Ad Dawhah","Fereej Al Nasr"
"QAT","Qatar","Ad Dawhah","Fereej Bin Durham"
"QAT","Qatar","Ad Dawhah","Fereej Bin Mahmoud"
"QAT","Qatar","Ad Dawhah","Fereej Bin Omran"
"QAT","Qatar","Ad Dawhah","Fereej Kulaib"
"QAT","Qatar","Ad Dawhah","Fereej Mohammed Bin Jasim"
"QAT","Qatar","Ad Dawhah","Hamad Medical City"
"QAT","Qatar","Ad Dawhah","Hazm Al Markhiya"
"QAT","Qatar","Ad Dawhah","Industrial Area"
"QAT","Qatar","Ad Dawhah","Jabal Thuaileb"
"QAT","Qatar","Ad Dawhah","Jelaiah"
"QAT","Qatar","Ad Dawhah","Jeryan Nejaima"
"QAT","Qatar","Ad Dawhah","Lejbailat"
"QAT","Qatar","Ad Dawhah","Lekhwair"
"QAT","Qatar","Ad Dawhah","Leqtaifiya"
"QAT","Qatar","Ad Dawhah","Madinat Khalifa North"
"QAT","Qatar","Ad Dawhah","Madinat Khalifa South"
"QAT","Qatar","Ad Dawhah","Musheireb"
"QAT","Qatar","Ad Dawhah","Najma"
"QAT","Qatar","Ad Dawhah","New Al Hitmi"
"QAT","Qatar","Ad Dawhah","New Al Mirqab"
"QAT","Qatar","Ad Dawhah","New Salata"
"QAT","Qatar","Ad Dawhah","Nuaija"
"QAT","Qatar","Ad Dawhah","Old Airport"
"QAT","Qatar","Ad Dawhah","Old Al Ghanim"
"QAT","Qatar","Ad Dawhah","Old Al Hitmi"
"QAT","Qatar","Ad Dawhah","Onaiza"
"QAT","Qatar","Ad Dawhah","Ras Abu Aboud"
"QAT","Qatar","Ad Dawhah","Rawdat Al Khail"
"QAT","Qatar","Ad Dawhah","Rumeilah"
"QAT","Qatar","Ad Dawhah","Salata"
"QAT","Qatar","Ad Dawhah","Umm Ghuwailina"
"QAT","Qatar","Ad Dawhah","Umm Lekhba"
"QAT","Qatar","Ad Dawhah","Wadi Al Banat"
"QAT","Qatar","Ad Dawhah","Wadi Al Sail"
